호출,그룹,키워드,기간,상대검색량
1_내부_그룹합산,브랜드,이니스프리,2025-10,10.49613
1_내부_그룹합산,브랜드,이니스프리,2025-11,15.33783
1_내부_그룹합산,브랜드,이니스프리,2025-12,12.26793
1_내부_그룹합산,브랜드,이니스프리,2026-01,10.09692
1_내부_그룹합산,브랜드,이니스프리,2026-02,10.94985
1_내부_그룹합산,브랜드,이니스프리,2026-03,10.60802
1_내부_그룹합산,브랜드,이니스프리,2026-04,9.28015
1_내부_그룹합산,브랜드,이니스프리,2026-05,12.84722
1_내부_그룹합산,브랜드,이니스프리,2026-06,9.1724
1_내부_그룹합산,브랜드,이니스프리,2026-07,8.26748
1_내부_그룹합산,브랜드,이니스프리,2026-08,5.68483
1_내부_그룹합산,제주_그린티계,"이니스프리 제주, 이니스프리 그린티",2021-01,0.53509
1_내부_그룹합산,제주_그린티계,"이니스프리 제주, 이니스프리 그린티",2021-02,0.44718
1_내부_그룹합산,제주_그린티계,"이니스프리 제주, 이니스프리 그린티",2021-03,0.51198
1_내부_그룹합산,제주_그린티계,"이니스프리 제주, 이니스프리 그린티",2021-04,0.50357
1_내부_그룹합산,제주_그린티계,"이니스프리 제주, 이니스프리 그린티",2021-05,0.50507
1_내부_그룹합산,제주_그린티계,"이니스프리 제주, 이니스프리 그린티",2021-06,0.4664
1_내부_그룹합산,제주_그린티계,"이니스프리 제주, 이니스프리 그린티",2021-07,0.50018
1_내부_그룹합산,제주_그린티계,"이니스프리 제주, 이니스프리 그린티",2021-08,0.57326
1_내부_그룹합산,제주_그린티계,"이니스프리 제주, 이니스프리 그린티",2021-09,0.5101
1_내부_그룹합산,제주_그린티계,"이니스프리 제주, 이니스프리 그린티",2021-10,0.66041
1_내부_그룹합산,제주_그린티계,"이니스프리 제주, 이니스프리 그린티",2021-11,0.55731
1_내부_그룹합산,제주_그린티계,"이니스프리 제주, 이니스프리 그린티",2021-12,0.49189
1_내부_그룹합산,제주_그린티계,"이니스프리 제주, 이니스프리 그린티",2022-01,0.65313
1_내부_그룹합산,제주_그린티계,"이니스프리 제주, 이니스프리 그린티",2022-02,0.61835
1_내부_그룹합산,제주_그린티계,"이니스프리 제주, 이니스프리 그린티",2022-03,0.60164
1_내부_그룹합산,제주_그린티계,"이니스프리 제주, 이니스프리 그린티",2022-04,0.69344
1_내부_그룹합산,제주_그린티계,"이니스프리 제주, 이니스프리 그린티",2022-05,0.73777
1_내부_그룹합산,제주_그린티계,"이니스프리 제주, 이니스프리 그린티",2022-06,0.59649
1_내부_그룹합산,제주_그린티계,"이니스프리 제주, 이니스프리 그린티",2022-07,0.57502
1_내부_그룹합산,제주_그린티계,"이니스프리 제주, 이니스프리 그린티",2022-08,0.55895
1_내부_그룹합산,제주_그린티계,"이니스프리 제주, 이니스프리 그린티",2022-09,0.59386
1_내부_그룹합산,제주_그린티계,"이니스프리 제주, 이니스프리 그린티",2022-10,0.57916
1_내부_그룹합산,제주_그린티계,"이니스프리 제주, 이니스프리 그린티",2022-11,0.53735
1_내부_그룹합산,제주_그린티계,"이니스프리 제주, 이니스프리 그린티",2022-12,0.54852
1_내부_그룹합산,제주_그린티계,"이니스프리 제주, 이니스프리 그린티",2023-01,0.67197
1_내부_그룹합산,제주_그린티계,"이니스프리 제주, 이니스프리 그린티",2023-02,0.77444
1_내부_그룹합산,제주_그린티계,"이니스프리 제주, 이니스프리 그린티",2023-03,1.07018
1_내부_그룹합산,제주_그린티계,"이니스프리 제주, 이니스프리 그린티",2023-04,1.29245
1_내부_그룹합산,제주_그린티계,"이니스프리 제주, 이니스프리 그린티",2023-05,1.27964
1_내부_그룹합산,제주_그린티계,"이니스프리 제주, 이니스프리 그린티",2023-06,1.11036
1_내부_그룹합산,제주_그린티계,"이니스프리 제주, 이니스프리 그린티",2023-07,0.99822
1_내부_그룹합산,제주_그린티계,"이니스프리 제주, 이니스프리 그린티",2023-08,0.94962
1_내부_그룹합산,제주_그린티계,"이니스프리 제주, 이니스프리 그린티",2023-09,0.71165
1_내부_그룹합산,제주_그린티계,"이니스프리 제주, 이니스프리 그린티",2023-10,0.80621
1_내부_그룹합산,제주_그린티계,"이니스프리 제주, 이니스프리 그린티",2023-11,0.81676
1_내부_그룹합산,제주_그린티계,"이니스프리 제주, 이니스프리 그린티",2023-12,0.77004
1_내부_그룹합산,제주_그린티계,"이니스프리 제주, 이니스프리 그린티",2024-01,0.77645
1_내부_그룹합산,제주_그린티계,"이니스프리 제주, 이니스프리 그린티",2024-02,0.63643
1_내부_그룹합산,제주_그린티계,"이니스프리 제주, 이니스프리 그린티",2024-03,0.60491
1_내부_그룹합산,제주_그린티계,"이니스프리 제주, 이니스프리 그린티",2024-04,0.54061
1_내부_그룹합산,제주_그린티계,"이니스프리 제주, 이니스프리 그린티",2024-05,0.51914
1_내부_그룹합산,제주_그린티계,"이니스프리 제주, 이니스프리 그린티",2024-06,0.47544
1_내부_그룹합산,제주_그린티계,"이니스프리 제주, 이니스프리 그린티",2024-07,0.45107
1_내부_그룹합산,제주_그린티계,"이니스프리 제주, 이니스프리 그린티",2024-08,0.46451
1_내부_그룹합산,제주_그린티계,"이니스프리 제주, 이니스프리 그린티",2024-09,0.39193
1_내부_그룹합산,제주_그린티계,"이니스프리 제주, 이니스프리 그린티",2024-10,0.44341
1_내부_그룹합산,제주_그린티계,"이니스프리 제주, 이니스프리 그린티",2024-11,0.40561
1_내부_그룹합산,제주_그린티계,"이니스프리 제주, 이니스프리 그린티",2024-12,0.40235
1_내부_그룹합산,제주_그린티계,"이니스프리 제주, 이니스프리 그린티",2025-01,0.4124
1_내부_그룹합산,제주_그린티계,"이니스프리 제주, 이니스프리 그린티",2025-02,0.3702
1_내부_그룹합산,제주_그린티계,"이니스프리 제주, 이니스프리 그린티",2025-03,0.30892
1_내부_그룹합산,제주_그린티계,"이니스프리 제주, 이니스프리 그린티",2025-04,0.31269
1_내부_그룹합산,제주_그린티계,"이니스프리 제주, 이니스프리 그린티",2025-05,0.37284
1_내부_그룹합산,제주_그린티계,"이니스프리 제주, 이니스프리 그린티",2025-06,0.31645
1_내부_그룹합산,제주_그린티계,"이니스프리 제주, 이니스프리 그린티",2025-07,0.29084
1_내부_그룹합산,제주_그린티계,"이니스프리 제주, 이니스프리 그린티",2025-08,0.28732
1_내부_그룹합산,제주_그린티계,"이니스프리 제주, 이니스프리 그린티",2025-09,0.31344
1_내부_그룹합산,제주_그린티계,"이니스프리 제주, 이니스프리 그린티",2025-10,0.36053
1_내부_그룹합산,제주_그린티계,"이니스프리 제주, 이니스프리 그린티",2025-11,0.46652
1_내부_그룹합산,제주_그린티계,"이니스프리 제주, 이니스프리 그린티",2025-12,0.65125
1_내부_그룹합산,제주_그린티계,"이니스프리 제주, 이니스프리 그린티",2026-01,0.59562
1_내부_그룹합산,제주_그린티계,"이니스프리 제주, 이니스프리 그린티",2026-02,0.80797
1_내부_그룹합산,제주_그린티계,"이니스프리 제주, 이니스프리 그린티",2026-03,0.38314
1_내부_그룹합산,제주_그린티계,"이니스프리 제주, 이니스프리 그린티",2026-04,0.29938
1_내부_그룹합산,제주_그린티계,"이니스프리 제주, 이니스프리 그린티",2026-05,0.2563
1_내부_그룹합산,제주_그린티계,"이니스프리 제주, 이니스프리 그린티",2026-06,0.16212
1_내부_그룹합산,제주_그린티계,"이니스프리 제주, 이니스프리 그린티",2026-07,0.14604
1_내부_그룹합산,제주_그린티계,"이니스프리 제주, 이니스프리 그린티",2026-08,0.08953
1_내부_그룹합산,제주_화산송이계,"이니스프리 제주, 이니스프리 화산송이",2021-01,0.30302
1_내부_그룹합산,제주_화산송이계,"이니스프리 제주, 이니스프리 화산송이",2021-02,0.27376
1_내부_그룹합산,제주_화산송이계,"이니스프리 제주, 이니스프리 화산송이",2021-03,0.32324
1_내부_그룹합산,제주_화산송이계,"이니스프리 제주, 이니스프리 화산송이",2021-04,0.34446
1_내부_그룹합산,제주_화산송이계,"이니스프리 제주, 이니스프리 화산송이",2021-05,0.4674
1_내부_그룹합산,제주_화산송이계,"이니스프리 제주, 이니스프리 화산송이",2021-06,0.43663
1_내부_그룹합산,제주_화산송이계,"이니스프리 제주, 이니스프리 화산송이",2021-07,0.5278
1_내부_그룹합산,제주_화산송이계,"이니스프리 제주, 이니스프리 화산송이",2021-08,0.61558
1_내부_그룹합산,제주_화산송이계,"이니스프리 제주, 이니스프리 화산송이",2021-09,0.42571
1_내부_그룹합산,제주_화산송이계,"이니스프리 제주, 이니스프리 화산송이",2021-10,0.54827
1_내부_그룹합산,제주_화산송이계,"이니스프리 제주, 이니스프리 화산송이",2021-11,0.38464
1_내부_그룹합산,제주_화산송이계,"이니스프리 제주, 이니스프리 화산송이",2021-12,0.37058
1_내부_그룹합산,제주_화산송이계,"이니스프리 제주, 이니스프리 화산송이",2022-01,0.4556
1_내부_그룹합산,제주_화산송이계,"이니스프리 제주, 이니스프리 화산송이",2022-02,0.42483
1_내부_그룹합산,제주_화산송이계,"이니스프리 제주, 이니스프리 화산송이",2022-03,0.36191
1_내부_그룹합산,제주_화산송이계,"이니스프리 제주, 이니스프리 화산송이",2022-04,0.43726
1_내부_그룹합산,제주_화산송이계,"이니스프리 제주, 이니스프리 화산송이",2022-05,0.44693
1_내부_그룹합산,제주_화산송이계,"이니스프리 제주, 이니스프리 화산송이",2022-06,0.4075
1_내부_그룹합산,제주_화산송이계,"이니스프리 제주, 이니스프리 화산송이",2022-07,0.49264
1_내부_그룹합산,제주_화산송이계,"이니스프리 제주, 이니스프리 화산송이",2022-08,0.53509
1_내부_그룹합산,제주_화산송이계,"이니스프리 제주, 이니스프리 화산송이",2022-09,0.49515
1_내부_그룹합산,제주_화산송이계,"이니스프리 제주, 이니스프리 화산송이",2022-10,0.44367
1_내부_그룹합산,제주_화산송이계,"이니스프리 제주, 이니스프리 화산송이",2022-11,0.35023
1_내부_그룹합산,제주_화산송이계,"이니스프리 제주, 이니스프리 화산송이",2022-12,0.34596
1_내부_그룹합산,제주_화산송이계,"이니스프리 제주, 이니스프리 화산송이",2023-01,0.40549
1_내부_그룹합산,제주_화산송이계,"이니스프리 제주, 이니스프리 화산송이",2023-02,0.43688
1_내부_그룹합산,제주_화산송이계,"이니스프리 제주, 이니스프리 화산송이",2023-03,0.3545
1_내부_그룹합산,제주_화산송이계,"이니스프리 제주, 이니스프리 화산송이",2023-04,0.35363
1_내부_그룹합산,제주_화산송이계,"이니스프리 제주, 이니스프리 화산송이",2023-05,0.40411
1_내부_그룹합산,제주_화산송이계,"이니스프리 제주, 이니스프리 화산송이",2023-06,0.37736
1_내부_그룹합산,제주_화산송이계,"이니스프리 제주, 이니스프리 화산송이",2023-07,0.38125
1_내부_그룹합산,제주_화산송이계,"이니스프리 제주, 이니스프리 화산송이",2023-08,0.40022
1_내부_그룹합산,제주_화산송이계,"이니스프리 제주, 이니스프리 화산송이",2023-09,0.29385
1_내부_그룹합산,제주_화산송이계,"이니스프리 제주, 이니스프리 화산송이",2023-10,0.27112
1_내부_그룹합산,제주_화산송이계,"이니스프리 제주, 이니스프리 화산송이",2023-11,0.26409
1_내부_그룹합산,제주_화산송이계,"이니스프리 제주, 이니스프리 화산송이",2023-12,0.25567
1_내부_그룹합산,제주_화산송이계,"이니스프리 제주, 이니스프리 화산송이",2024-01,0.27727
1_내부_그룹합산,제주_화산송이계,"이니스프리 제주, 이니스프리 화산송이",2024-02,0.27501
1_내부_그룹합산,제주_화산송이계,"이니스프리 제주, 이니스프리 화산송이",2024-03,0.23458
1_내부_그룹합산,제주_화산송이계,"이니스프리 제주, 이니스프리 화산송이",2024-04,0.2342
1_내부_그룹합산,제주_화산송이계,"이니스프리 제주, 이니스프리 화산송이",2024-05,0.2607
1_내부_그룹합산,제주_화산송이계,"이니스프리 제주, 이니스프리 화산송이",2024-06,0.23483
1_내부_그룹합산,제주_화산송이계,"이니스프리 제주, 이니스프리 화산송이",2024-07,0.26597
1_내부_그룹합산,제주_화산송이계,"이니스프리 제주, 이니스프리 화산송이",2024-08,0.29347
1_내부_그룹합산,제주_화산송이계,"이니스프리 제주, 이니스프리 화산송이",2024-09,0.2298
1_내부_그룹합산,제주_화산송이계,"이니스프리 제주, 이니스프리 화산송이",2024-10,0.18748
1_내부_그룹합산,제주_화산송이계,"이니스프리 제주, 이니스프리 화산송이",2024-11,0.33692
1_내부_그룹합산,제주_화산송이계,"이니스프리 제주, 이니스프리 화산송이",2024-12,0.39117
1_내부_그룹합산,제주_화산송이계,"이니스프리 제주, 이니스프리 화산송이",2025-01,0.21524
1_내부_그룹합산,제주_화산송이계,"이니스프리 제주, 이니스프리 화산송이",2025-02,0.17593
1_내부_그룹합산,제주_화산송이계,"이니스프리 제주, 이니스프리 화산송이",2025-03,0.32801
1_내부_그룹합산,제주_화산송이계,"이니스프리 제주, 이니스프리 화산송이",2025-04,0.34069
1_내부_그룹합산,제주_화산송이계,"이니스프리 제주, 이니스프리 화산송이",2025-05,0.35438
1_내부_그룹합산,제주_화산송이계,"이니스프리 제주, 이니스프리 화산송이",2025-06,0.30754
1_내부_그룹합산,제주_화산송이계,"이니스프리 제주, 이니스프리 화산송이",2025-07,0.32123
1_내부_그룹합산,제주_화산송이계,"이니스프리 제주, 이니스프리 화산송이",2025-08,0.35237
1_내부_그룹합산,제주_화산송이계,"이니스프리 제주, 이니스프리 화산송이",2025-09,0.23093
1_내부_그룹합산,제주_화산송이계,"이니스프리 제주, 이니스프리 화산송이",2025-10,0.23696
1_내부_그룹합산,제주_화산송이계,"이니스프리 제주, 이니스프리 화산송이",2025-11,0.21172
1_내부_그룹합산,제주_화산송이계,"이니스프리 제주, 이니스프리 화산송이",2025-12,0.15961
1_내부_그룹합산,제주_화산송이계,"이니스프리 제주, 이니스프리 화산송이",2026-01,0.15948
1_내부_그룹합산,제주_화산송이계,"이니스프리 제주, 이니스프리 화산송이",2026-02,0.12356
1_내부_그룹합산,제주_화산송이계,"이니스프리 제주, 이니스프리 화산송이",2026-03,0.14353
1_내부_그룹합산,제주_화산송이계,"이니스프리 제주, 이니스프리 화산송이",2026-04,0.137
1_내부_그룹합산,제주_화산송이계,"이니스프리 제주, 이니스프리 화산송이",2026-05,0.14115
1_내부_그룹합산,제주_화산송이계,"이니스프리 제주, 이니스프리 화산송이",2026-06,0.14994
1_내부_그룹합산,제주_화산송이계,"이니스프리 제주, 이니스프리 화산송이",2026-07,0.17857
1_내부_그룹합산,제주_화산송이계,"이니스프리 제주, 이니스프리 화산송이",2026-08,0.10875
1_내부_그룹합산,제품군,"이니스프리 레티놀, 이니스프리 앰플",2021-01,0.17367
1_내부_그룹합산,제품군,"이니스프리 레티놀, 이니스프리 앰플",2021-02,0.18347
1_내부_그룹합산,제품군,"이니스프리 레티놀, 이니스프리 앰플",2021-03,0.14893
1_내부_그룹합산,제품군,"이니스프리 레티놀, 이니스프리 앰플",2021-04,0.11013
1_내부_그룹합산,제품군,"이니스프리 레티놀, 이니스프리 앰플",2021-05,0.1159
1_내부_그룹합산,제품군,"이니스프리 레티놀, 이니스프리 앰플",2021-06,0.07848
1_내부_그룹합산,제품군,"이니스프리 레티놀, 이니스프리 앰플",2021-07,0.06015
1_내부_그룹합산,제품군,"이니스프리 레티놀, 이니스프리 앰플",2021-08,0.06705
1_내부_그룹합산,제품군,"이니스프리 레티놀, 이니스프리 앰플",2021-09,1.18759
1_내부_그룹합산,제품군,"이니스프리 레티놀, 이니스프리 앰플",2021-10,2.4626
1_내부_그룹합산,제품군,"이니스프리 레티놀, 이니스프리 앰플",2021-11,1.46399
1_내부_그룹합산,제품군,"이니스프리 레티놀, 이니스프리 앰플",2021-12,0.75736
1_내부_그룹합산,제품군,"이니스프리 레티놀, 이니스프리 앰플",2022-01,1.00249
1_내부_그룹합산,제품군,"이니스프리 레티놀, 이니스프리 앰플",2022-02,0.85569
1_내부_그룹합산,제품군,"이니스프리 레티놀, 이니스프리 앰플",2022-03,1.6383
1_내부_그룹합산,제품군,"이니스프리 레티놀, 이니스프리 앰플",2022-04,1.58681
1_내부_그룹합산,제품군,"이니스프리 레티놀, 이니스프리 앰플",2022-05,1.21158
1_내부_그룹합산,제품군,"이니스프리 레티놀, 이니스프리 앰플",2022-06,0.71303
1_내부_그룹합산,제품군,"이니스프리 레티놀, 이니스프리 앰플",2022-07,0.62199
1_내부_그룹합산,제품군,"이니스프리 레티놀, 이니스프리 앰플",2022-08,1.04343
1_내부_그룹합산,제품군,"이니스프리 레티놀, 이니스프리 앰플",2022-09,1.45533
1_내부_그룹합산,제품군,"이니스프리 레티놀, 이니스프리 앰플",2022-10,1.60276
1_내부_그룹합산,제품군,"이니스프리 레티놀, 이니스프리 앰플",2022-11,1.76827
1_내부_그룹합산,제품군,"이니스프리 레티놀, 이니스프리 앰플",2022-12,1.4282
1_내부_그룹합산,제품군,"이니스프리 레티놀, 이니스프리 앰플",2023-01,2.85378
1_내부_그룹합산,제품군,"이니스프리 레티놀, 이니스프리 앰플",2023-02,2.76474
1_내부_그룹합산,제품군,"이니스프리 레티놀, 이니스프리 앰플",2023-03,2.63452
1_내부_그룹합산,제품군,"이니스프리 레티놀, 이니스프리 앰플",2023-04,2.31002
1_내부_그룹합산,제품군,"이니스프리 레티놀, 이니스프리 앰플",2023-05,2.34506
1_내부_그룹합산,제품군,"이니스프리 레티놀, 이니스프리 앰플",2023-06,2.76135
1_내부_그룹합산,제품군,"이니스프리 레티놀, 이니스프리 앰플",2023-07,2.49676
1_내부_그룹합산,제품군,"이니스프리 레티놀, 이니스프리 앰플",2023-08,3.24382
1_내부_그룹합산,제품군,"이니스프리 레티놀, 이니스프리 앰플",2023-09,2.47227
1_내부_그룹합산,제품군,"이니스프리 레티놀, 이니스프리 앰플",2023-10,3.03034
1_내부_그룹합산,제품군,"이니스프리 레티놀, 이니스프리 앰플",2023-11,3.21017
1_내부_그룹합산,제품군,"이니스프리 레티놀, 이니스프리 앰플",2023-12,2.45368
1_내부_그룹합산,제품군,"이니스프리 레티놀, 이니스프리 앰플",2024-01,2.58692
1_내부_그룹합산,제품군,"이니스프리 레티놀, 이니스프리 앰플",2024-02,2.57851
1_내부_그룹합산,제품군,"이니스프리 레티놀, 이니스프리 앰플",2024-03,2.51547
1_내부_그룹합산,제품군,"이니스프리 레티놀, 이니스프리 앰플",2024-04,2.19361
1_내부_그룹합산,제품군,"이니스프리 레티놀, 이니스프리 앰플",2024-05,2.88906
1_내부_그룹합산,제품군,"이니스프리 레티놀, 이니스프리 앰플",2024-06,2.27662
1_내부_그룹합산,제품군,"이니스프리 레티놀, 이니스프리 앰플",2024-07,2.39403
1_내부_그룹합산,제품군,"이니스프리 레티놀, 이니스프리 앰플",2024-08,2.6919
1_내부_그룹합산,제품군,"이니스프리 레티놀, 이니스프리 앰플",2024-09,2.51773
1_내부_그룹합산,제품군,"이니스프리 레티놀, 이니스프리 앰플",2024-10,2.80442
1_내부_그룹합산,제품군,"이니스프리 레티놀, 이니스프리 앰플",2024-11,2.44175
1_내부_그룹합산,제품군,"이니스프리 레티놀, 이니스프리 앰플",2024-12,1.98063
1_내부_그룹합산,제품군,"이니스프리 레티놀, 이니스프리 앰플",2025-01,2.76461
1_내부_그룹합산,제품군,"이니스프리 레티놀, 이니스프리 앰플",2025-02,2.61304
1_내부_그룹합산,제품군,"이니스프리 레티놀, 이니스프리 앰플",2025-03,2.2132
1_내부_그룹합산,제품군,"이니스프리 레티놀, 이니스프리 앰플",2025-04,1.74416
1_내부_그룹합산,제품군,"이니스프리 레티놀, 이니스프리 앰플",2025-05,1.56107
1_내부_그룹합산,제품군,"이니스프리 레티놀, 이니스프리 앰플",2025-06,1.25302
1_내부_그룹합산,제품군,"이니스프리 레티놀, 이니스프리 앰플",2025-07,1.16763
1_내부_그룹합산,제품군,"이니스프리 레티놀, 이니스프리 앰플",2025-08,1.72796
1_내부_그룹합산,제품군,"이니스프리 레티놀, 이니스프리 앰플",2025-09,1.39292
1_내부_그룹합산,제품군,"이니스프리 레티놀, 이니스프리 앰플",2025-10,1.10672
1_내부_그룹합산,제품군,"이니스프리 레티놀, 이니스프리 앰플",2025-11,1.30928
1_내부_그룹합산,제품군,"이니스프리 레티놀, 이니스프리 앰플",2025-12,1.22125
1_내부_그룹합산,제품군,"이니스프리 레티놀, 이니스프리 앰플",2026-01,1.40183
1_내부_그룹합산,제품군,"이니스프리 레티놀, 이니스프리 앰플",2026-02,1.21635
1_내부_그룹합산,제품군,"이니스프리 레티놀, 이니스프리 앰플",2026-03,1.69544
1_내부_그룹합산,제품군,"이니스프리 레티놀, 이니스프리 앰플",2026-04,1.43549
1_내부_그룹합산,제품군,"이니스프리 레티놀, 이니스프리 앰플",2026-05,1.80783
1_내부_그룹합산,제품군,"이니스프리 레티놀, 이니스프리 앰플",2026-06,1.53193
1_내부_그룹합산,제품군,"이니스프리 레티놀, 이니스프리 앰플",2026-07,1.29923
1_내부_그룹합산,제품군,"이니스프리 레티놀, 이니스프리 앰플",2026-08,0.67046
1_내부_그룹합산,리브랜딩,"이니스프리 리뉴얼, 이니스프리 로고",2021-01,0.00376
1_내부_그룹합산,리브랜딩,"이니스프리 리뉴얼, 이니스프리 로고",2021-02,0.00313
1_내부_그룹합산,리브랜딩,"이니스프리 리뉴얼, 이니스프리 로고",2021-03,0.02674
1_내부_그룹합산,리브랜딩,"이니스프리 리뉴얼, 이니스프리 로고",2021-04,0.03252
1_내부_그룹합산,리브랜딩,"이니스프리 리뉴얼, 이니스프리 로고",2021-05,0.01984
1_내부_그룹합산,리브랜딩,"이니스프리 리뉴얼, 이니스프리 로고",2021-06,0.01532
1_내부_그룹합산,리브랜딩,"이니스프리 리뉴얼, 이니스프리 로고",2021-07,0.00715
1_내부_그룹합산,리브랜딩,"이니스프리 리뉴얼, 이니스프리 로고",2021-08,0.00929
1_내부_그룹합산,리브랜딩,"이니스프리 리뉴얼, 이니스프리 로고",2021-09,0.01883
1_내부_그룹합산,리브랜딩,"이니스프리 리뉴얼, 이니스프리 로고",2021-10,0.01707
1_내부_그룹합산,리브랜딩,"이니스프리 리뉴얼, 이니스프리 로고",2021-11,0.02059
1_내부_그룹합산,리브랜딩,"이니스프리 리뉴얼, 이니스프리 로고",2021-12,0.00916
1_내부_그룹합산,리브랜딩,"이니스프리 리뉴얼, 이니스프리 로고",2022-01,0.002
1_내부_그룹합산,리브랜딩,"이니스프리 리뉴얼, 이니스프리 로고",2022-02,0.00364
1_내부_그룹합산,리브랜딩,"이니스프리 리뉴얼, 이니스프리 로고",2022-03,0.01871
1_내부_그룹합산,리브랜딩,"이니스프리 리뉴얼, 이니스프리 로고",2022-04,0.01908
1_내부_그룹합산,리브랜딩,"이니스프리 리뉴얼, 이니스프리 로고",2022-05,0.02235
1_내부_그룹합산,리브랜딩,"이니스프리 리뉴얼, 이니스프리 로고",2022-06,0.01243
1_내부_그룹합산,리브랜딩,"이니스프리 리뉴얼, 이니스프리 로고",2022-07,0.00527
1_내부_그룹합산,리브랜딩,"이니스프리 리뉴얼, 이니스프리 로고",2022-08,0.00678
1_내부_그룹합산,리브랜딩,"이니스프리 리뉴얼, 이니스프리 로고",2022-09,0.01506
1_내부_그룹합산,리브랜딩,"이니스프리 리뉴얼, 이니스프리 로고",2022-10,0.01079
1_내부_그룹합산,리브랜딩,"이니스프리 리뉴얼, 이니스프리 로고",2022-11,0.01142
1_내부_그룹합산,리브랜딩,"이니스프리 리뉴얼, 이니스프리 로고",2022-12,0.00665
1_내부_그룹합산,리브랜딩,"이니스프리 리뉴얼, 이니스프리 로고",2023-01,0.00226
1_내부_그룹합산,리브랜딩,"이니스프리 리뉴얼, 이니스프리 로고",2023-02,0.33579
1_내부_그룹합산,리브랜딩,"이니스프리 리뉴얼, 이니스프리 로고",2023-03,0.37397
1_내부_그룹합산,리브랜딩,"이니스프리 리뉴얼, 이니스프리 로고",2023-04,0.19766
1_내부_그룹합산,리브랜딩,"이니스프리 리뉴얼, 이니스프리 로고",2023-05,0.16764
1_내부_그룹합산,리브랜딩,"이니스프리 리뉴얼, 이니스프리 로고",2023-06,0.07936
